Period;EventID;EventDate;Seq;MaxExp;Loss
25144;3200799;25/07/2013 19:25;1;9622.37328447206;3.035988236811061E10
13020;3200783;14/07/2013 18:17;1;9042.274177777786;2.942910387044459E10
13635;3194053;18/04/2013 17:12;1;7439.933101840498;2.676265959721688E10
3372;3182483;04/02/2013 12:47;1;7189.697180487811;9.869055837686106E9
3372;3162637;30/12/2013 19:00;1;5887.70581818182;9.809243378063765E9
13635;3194042;23/07/2013 01:31;1;5215.793891566268;2.627899707437561E10
3372;3194042;30/01/2013 19:41;1;5032.105131736531;9.6917674094642E9
3372;3178337;05/04/2013 03:42;1;4787.2274857142875;9.634078317741198E9
4047;3196990;04/08/2013 09:58;1;4556.953207100595;2.929980734089272E10
14150;3200771;28/09/2013 22:13;1;4384.0468235294165;5.3067908529411766E10
3372;3196999;10/05/2013 07:24;1;4031.8740701754436;9.46505939988609E9
25144;3194211;20/09/2013 09:14;1;3780.3616046511675;2.841826198410354E10
13635;3196053;22/06/2013 17:36;1;2732.7243190751483;2.5215685054025154E10
4047;3197009;25/10/2013 18:57;1;2581.9769655172436;2.845785885408546E10
3372;3200101;12/07/2013 21:15;1;2309.554971428574;9.248715185031551E9
13020;3200184;01/05/2013 11:09;1;2187.164072727273;2.708815242620468E10
3422;3197014;29/06/2013 04:51;1;2023.0008406779687;2.777184924146938E10
3422;3193199;15/05/2013 00:18;1;1745.8159685393277;2.7615827616517303E10
14150;3200408;22/04/2013 09:25;1;1388.6133050279345;5.0399689664804474E10
13020;3200525;29/05/2013 05:20;1;1315.187733333334;2.6486193483400135E10
14150;3200240;16/08/2013 09:00;1;1242.5734939226538;4.984278701657459E10
25144;3200408;16/06/2013 23:22;1;1170.757213186815;2.6856819017944004E10
14150;3197028;05/07/2013 17:32;1;1011.0416590163952;4.929805710382514E10
4047;3195082;07/12/2013 23:47;1;871.0249565217406;2.691123609027647E10
3372;3200730;28/09/2013 01:21;1;812.2307027027032;8.748784634489304E9
3422;3196076;28/05/2013 19:31;1;754.0686451612909;2.642805008462409E10
3422;3200314;28/06/2013 03:09;1;696.5286417112304;2.6286723613583317E10
13020;3200252;27/03/2013 09:33;1;639.6007659574462;2.5359121420276722E10
4047;3197025;23/09/2013 16:28;1;554.4670000000008;2.619929862757074E10
13635;3195048;20/03/2013 04:59;1;393.70651578947337;2.2959544812349216E10
9761;3195011;10/04/2013 11:45;1;287.1482010471201;2.4229350928360447E10
3372;3200514;24/06/2013 12:46;1;234.86087500000065;8.429818528023549E9
9761;3200393;15/06/2013 20:48;1;150.52265906735784;2.3978269571589878E10
3372;3200411;11/04/2013 05:28;1;115.3001195876293;8.342913182373822E9
13020;3200304;29/08/2013 05:27;1;93.50810769230776;2.4448793984677048E10
3372;3175466;22/05/2013 05:55;1;45.848804081632736;8.257781415206741E9
14150;3200517;25/04/2013 11:17;1;30.97282538071071;4.579464187817259E10
4047;3195055;02/08/2013 20:13;1;15.689181818181751;2.5008421417226616E10
3372;3200618;25/05/2013 20:20;1;7.3891929648241215;8.133292248143324E9
9761;3200580;12/07/2013 01:52;1;18811.1313;4.026191243765656E7
25144;3200323;01/05/2013 09:13;1;18717.543582089555;4.231351963483834E7
9761;3200416;26/06/2013 06:56;1;10044.451485148515;3.986327964124412E7
25144;3195056;22/11/2013 22:34;1;9142.474285714286;4.1896637667992644E7
3422;3200640;04/07/2013 22:50;1;5677.6114705882355;4.192732416366539E7
