Period;EventID;EventDate;Seq;MaxExp;Loss
14150;3194050;27/11/2013 05:02;1;9.02154445E7;6.315081115E7
14150;3199006;01/08/2013 22:24;1;7.36988875E7;5.158922125E7
14150;3200846;19/09/2013 00:40;1;7.3549133E7;5.1484393099999994E7
14150;3198031;03/04/2013 16:11;1;6.5512704E7;4.58588928E7
14150;3196068;05/07/2013 00:35;1;4.811428E7;3.3679996E7
14150;3166634;01/02/2013 06:24;1;4.42103E7;3.0947209999999996E7
14150;3200952;08/08/2013 03:19;1;3.90516736E7;2.733617152E7
4047;3174572;07/01/2013 06:18;1;9.23664895E7;3.466167208427609E7
3422;3176571;07/03/2013 02:25;1;6.10625496E7;3.440932121018056E7
25144;3164989;23/12/2013 07:14;1;9.219515E7;3.421558742886066E7
13020;3174572;01/01/2013 05:23;1;9.23664895E7;3.3372603789084166E7
9761;3173169;03/01/2013 07:57;1;9.843735E7;3.2394642191217918E7
3422;3178141;26/04/2013 04:06;1;8.03210805E7;3.3970061605044186E7
3422;3198052;04/08/2013 10:30;1;8.97932595E7;3.390444243198519E7
25144;3196069;01/09/2013 21:03;1;4.24352384E7;2.9704666879999995E7
25144;3199046;25/08/2013 08:13;1;8.97932595E7;3.376812987748062E7
25144;3200059;22/09/2013 00:19;1;4.173109E7;2.9211763E7
3422;3200951;08/04/2013 19:34;1;4.7451265E7;3.3215885499999996E7
4047;3200907;12/08/2013 18:15;1;3.8729415E7;2.71105905E7
4047;3200848;12/11/2013 04:07;1;4.7647095E7;3.3352966499999996E7
25144;3199040;02/02/2013 03:32;1;8.99259905E7;3.359056735709171E7
3422;3200868;14/07/2013 06:43;1;4.856449E7;3.359424270479723E7
3422;3194050;10/04/2013 05:14;1;9.02154445E7;3.357064055164163E7
3422;3199025;16/06/2013 07:17;1;9.0520791E7;3.3549005244582318E7
4047;3200938;07/07/2013 23:33;1;3.052631295E7;2.1368419064999998E7
25144;3200848;06/08/2013 08:34;1;4.7647095E7;3.3352966499999996E7
3422;3200854;17/07/2013 22:18;1;3.4758895E7;2.43312265E7
13020;3198030;20/07/2013 20:22;1;5.260374E7;3.2728191353215482E7
25144;3200050;15/09/2013 17:33;1;5.6696755E7;3.3433822511507016E7
9761;3181986;13/12/2013 16:54;1;9.2491643E7;3.1826481264157683E7
25144;3200111;02/07/2013 02:25;1;4.009049E7;2.8063343E7
25144;3172689;28/02/2013 00:18;1;7.80148325E7;3.3395248584663913E7
3422;3200180;29/03/2013 01:58;1;2.99883187E7;2.099182309E7
25144;3200864;07/06/2013 20:14;1;3.519493E7;2.4636451E7
13635;3174035;16/02/2013 10:03;1;6.54191922E7;3.0536194600424457E7
13020;3164981;23/04/2013 06:40;1;5.481258E7;3.2635530741521947E7
13020;3198041;12/06/2013 03:22;1;9.0217728E7;3.262676554852391E7
13020;3170617;22/12/2013 18:03;1;9.0917673E7;3.2618461681473136E7
13020;3200848;14/06/2013 12:43;1;4.7647095E7;3.26105836537583E7
9761;3172547;11/11/2013 09:32;1;9.22994175E7;3.1731787776314307E7
13020;3200894;29/08/2013 13:44;1;3.675959295E7;2.5731715065E7
9761;3199014;10/06/2013 00:55;1;9.07262E7;3.1718260135193825E7
13020;3199053;21/08/2013 14:19;1;4.745239E7;3.2582735741836097E7
9761;3193084;06/07/2013 19:28;1;9.152982E7;3.1705962279629752E7
13635;3200026;23/10/2013 08:21;1;3.03493683E7;2.124455781E7
13020;3200950;15/08/2013 12:47;1;3.097516E7;2.1682612E7
9761;3200874;26/07/2013 18:23;1;2.86560973E7;2.005926811E7
9761;3200123;06/02/2013 11:11;1;2.83985869E7;1.987901083E7
13635;3176533;19/02/2013 20:08;1;8.490752E7;3.0447042708446503E7
13635;3199025;23/06/2013 18:52;1;9.0520791E7;3.044258511384761E7
13635;3200192;25/11/2013 20:30;1;2.65151E7;1.856057E7
3422;3200142;31/08/2013 09:41;1;2.639821E7;1.8478747E7
14150;3181647;19/11/2013 07:33;1;2.6369005E7;1.84583035E7
13020;3200132;21/07/2013 17:28;1;2.591885E7;1.8143195E7
13635;3200232;03/08/2013 20:01;1;2.560251E7;1.7921757E7
25144;3195078;19/01/2013 17:24;1;2.55964E7;1.791748E7
3422;3200917;26/07/2013 19:28;1;2.2498055E7;1.5748638499999998E7
14150;3200389;21/08/2013 20:40;1;2.245227265E7;1.5716590854999999E7
14150;3200086;03/10/2013 03:58;1;2.230240255E7;1.5611681785E7
13020;3200053;21/10/2013 19:07;1;2.2190945E7;1.5533661499999998E7
13020;3200406;06/07/2013 02:25;1;2.19586816E7;1.537107712E7
9761;3200034;02/09/2013 23:11;1;2.17367936E7;1.521575552E7
9761;3199986;06/08/2013 13:13;1;2.111766785E7;1.4782367495E7
4047;3200073;22/03/2013 23:45;1;2.078824E7;1.4551768E7
9761;3200002;12/08/2013 21:27;1;2.05728563E7;1.440099941E7
13020;3200083;07/05/2013 20:06;1;2.04381517E7;1.430670619E7
13020;3181783;09/05/2013 14:48;1;1.9618075E7;1.37326525E7
9761;3200962;07/08/2013 05:29;1;1.885439E7;1.3198073E7
25144;3200876;04/11/2013 15:31;1;1.82071731E7;1.274502117E7
9761;3200961;18/07/2013 13:43;1;1.769267585E7;1.2384873095E7
3422;3200035;22/04/2013 17:06;1;1.755502335E7;1.2288516345E7
3422;3200902;28/06/2013 05:13;1;1.732155775E7;1.2125090424999999E7
13020;3199056;22/06/2013 19:19;1;1.7200825E7;1.20405775E7
14150;3200871;19/11/2013 22:33;1;1.7126505E7;1.19885535E7
3422;3200871;22/06/2013 17:25;1;1.7126505E7;1.19885535E7
13020;3200881;12/10/2013 09:13;1;1.700063745E7;1.1900446214999998E7
13635;3200198;30/07/2013 03:37;1;1.655711105E7;1.1589977735E7
14150;3200294;30/07/2013 04:26;1;1.647595135E7;1.1533165944999998E7
14150;3200327;24/03/2013 18:56;1;1.530168575E7;1.0711180024999999E7
25144;3200044;26/08/2013 14:36;1;1.514116095E7;1.0598812665E7
14150;3200044;04/12/2013 01:21;1;1.514116095E7;1.0598812665E7
4047;3200202;13/08/2013 23:33;1;1.471059585E7;1.0297417094999999E7
9761;3183117;25/04/2013 23:53;1;1.43655488E7;1.005588416E7
14150;3199985;26/05/2013 19:44;1;1.431101185E7;1.0017708295E7
13020;3200097;22/06/2013 12:51;1;1.36930829E7;9585158.03
4047;3200020;03/09/2013 15:07;1;1.356861E7;9498027.0
