LOSSFILE	
FileFormatVersion	YLT_1.1
LossTableHeaderFormat	Manual Import
LossTableHeaderProducer	MAT-R
LossTableType	YLT
LossTableBasis	AM
CreateDate	2018-08-07
Model	Elements
ModelProvider	IF
ModelSystem	Elements
ModelSystemVersion	10.0.0.0
ModelSystemInstance	PRD
ResultsDatabaseName	IF_RES_2018_THFL
User	U000886
Simulation_Set_Id	7511
Peril	FL
Region	Thailand
Model_Version	10.0.0.0
ModelModule	DLM
Geo_Code	THA
SourceResultsReference	42
ResultsName	FPG_QS_SPL - FPG_QS_SPL
ResultsDescription	NA
Run_Date	2018-06-27
Run_Date	2018-06-27
Currency	THB
FinPerspective	GU
Years	100000
SimulationPeriodBasis	1
OccurrenceBasis	PerEvent
OEP2	0
OEP5	8169385
OEP10	131946097
OEP25	565116148
OEP50	1855095265
OEP100	2171342391
OEP200	2356876878
OEP250	2391373373
OEP500	2520814472
OEP1000	2683327326
OEP5000	2969410750
OEP10000	3104076686
AAL	86965188.90267
STD	352523451.318785
COV	4.05361565664306
#[HEADER-END]
EventID	Year	MM-DD(n)	Value
751107232	93742	07-29(0)	33367987
751107233	14485	07-09(0)	1921348469
751107233	66631	07-17(0)	1921348469
751107233	71457	08-24(0)	1921348469
751107233	92572	08-27(0)	1921348469
751107233	97322	06-16(0)	1921348469
751107234	40306	09-24(0)	235341014
751107234	48051	06-29(0)	235341014
751107234	67576	07-17(0)	235341014
751107234	67820	09-19(0)	235341014
751107234	89222	08-03(0)	235341014
751107238	10883	08-23(0)	305415090
751107238	16157	05-15(0)	305415090
751107238	29843	05-30(0)	305415090
751107238	49417	09-02(0)	305415090
751107238	68988	07-09(0)	305415090
751107238	87142	06-18(0)	305415090
751107238	88730	06-29(0)	305415090
751107239	10611	09-11(0)	1641197
751107241	48515	06-18(0)	221389920
751107241	65447	08-21(0)	221389920
751107241	89888	07-01(0)	221389920
751107243	41899	07-23(0)	35838450
751107243	44978	10-14(0)	35838450
751107243	46798	07-27(0)	35838450
751107243	66018	05-21(0)	35838450
751107243	79139	08-25(0)	35838450
751107243	79192	05-29(0)	35838450
751107247	23220	09-04(0)	57083115
751107247	42310	10-08(0)	57083115
751107247	72636	07-27(0)	57083115
751107247	93294	07-17(0)	57083115
751107248	59850	07-12(0)	501069766
751107248	65780	06-21(0)	501069766
751107248	90658	07-20(0)	501069766
751107249	20737	09-01(0)	708701721
751107249	49846	08-15(0)	708701721
751107249	74252	06-07(0)	708701721
751107249	95374	06-18(0)	708701721
751107249	99417	05-29(0)	708701721
751107251	27791	06-11(0)	112831847
751107251	43614	08-06(0)	112831847
751107251	69766	06-24(0)	112831847
751107251	81559	09-07(0)	112831847
751107251	84869	07-18(0)	112831847
751107256	6840	06-25(0)	204173410
751107256	9759	07-31(0)	204173410
751107256	26031	07-13(0)	204173410
751107256	36833	07-11(0)	204173410
751107256	50980	10-10(0)	204173410
751107259	632	05-21(0)	88822703
751107259	15165	10-14(0)	88822703
751107259	19877	09-22(0)	88822703
751107259	30027	06-14(0)	88822703
751107259	69065	09-19(0)	88822703
751107259	69509	06-14(0)	88822703
751107259	98017	07-15(0)	88822703
751107261	4559	08-11(0)	2497637
751107261	23534	06-09(0)	2497637
751107261	62975	06-20(0)	2497637
751107261	87748	06-19(0)	2497637
751107261	89734	05-26(0)	2497637
751107268	589	06-04(0)	2331246541
751107268	10853	06-21(0)	2331246541
751107268	29101	09-24(0)	2331246541
751107268	38144	08-08(0)	2331246541
751107268	43146	06-09(0)	2331246541
751107268	58118	10-11(0)	2331246541
751107268	80151	09-14(0)	2331246541
751107270	96614	09-12(0)	43634429
751107270	98591	06-16(0)	43634429
751107271	1038	06-03(0)	1903821527
751107271	3021	09-14(0)	1903821527
751107271	20633	09-12(0)	1903821527
751107271	36792	07-25(0)	1903821527
751107271	52345	08-19(0)	1903821527
751107271	58453	09-20(0)	1903821527
751107272	4544	05-24(0)	495835116
751107272	4575	07-14(0)	495835116
751107272	17333	10-05(0)	495835116
751107272	18534	07-24(0)	495835116
751107272	80559	06-25(0)	495835116
751107274	2340	07-06(0)	50035300
751107274	49492	08-06(0)	50035300
751107274	66816	09-06(0)	50035300
751107274	93065	08-10(0)	50035300
751107274	94684	05-16(0)	50035300
751107279	63980	06-28(0)	72305327
751107279	72411	08-14(0)	72305327
751107280	28247	05-27(0)	1588669
751107280	56881	05-21(0)	1588669
751107280	57613	05-19(0)	1588669
751107280	64222	08-08(0)	1588669
751107280	79850	08-24(0)	1588669
751107280	82573	09-25(0)	1588669
751107285	10228	08-05(0)	1773918
751107285	10337	10-14(0)	1773918
751107285	15325	08-19(0)	1773918
751107285	56151	08-26(0)	1773918
751107285	69944	10-02(0)	1773918
751107286	42487	07-17(0)	105155505
751107286	92957	05-17(0)	105155505
751107288	18745	08-09(0)	291356576
751107288	52482	06-05(0)	291356576
751107288	65591	06-01(0)	291356576
751107288	79086	09-25(0)	291356576
751107288	81731	05-20(0)	291356576
751107290	7562	06-10(0)	44425707
751107290	16773	09-02(0)	44425707
751107290	59261	09-06(0)	44425707
751107290	67542	06-12(0)	44425707
751107290	92268	07-17(0)	44425707
751107290	92423	10-07(0)	44425707
751107292	25455	06-02(0)	15550551
751107292	68895	09-28(0)	15550551
751107292	79673	06-18(0)	15550551
751107292	82164	07-28(0)	15550551
751107292	92495	09-15(0)	15550551
751107294	17527	09-07(0)	45056323
751107294	36566	09-15(0)	45056323
751107294	71696	09-23(0)	45056323
751107294	73574	06-18(0)	45056323
751107294	85163	07-02(0)	45056323
751107294	92065	07-05(0)	45056323
751107295	2417	06-20(0)	9295183
751107295	2429	07-17(0)	9295183
751107295	5707	08-17(0)	9295183
751107296	8029	07-29(0)	816578474
751107296	12117	05-22(0)	816578474
751107296	52211	07-03(0)	816578474
751107296	81272	05-20(0)	816578474
751107296	82128	07-22(0)	816578474
751107297	13766	08-23(0)	2348914960
751107297	34357	07-20(0)	2348914960
751107297	74927	07-31(0)	2348914960
751107297	84566	06-10(0)	2348914960
751107298	8988	07-16(0)	44194059
751107298	16018	09-28(0)	44194059
751107298	76459	07-09(0)	44194059
751107298	90575	09-28(0)	44194059
751107298	92550	09-10(0)	44194059
751107299	22564	10-07(0)	2546134
751107299	23941	07-14(0)	2546134
751107299	31279	05-16(0)	2546134
751107299	36182	08-28(0)	2546134
751107299	37929	07-03(0)	2546134
751107299	39005	05-25(0)	2546134
751107299	60710	09-25(0)	2546134
751107299	88363	06-04(0)	2546134
751107300	17100	05-22(0)	44187214
751107300	38189	05-19(0)	44187214
751107300	44377	07-12(0)	44187214
751107301	7914	05-20(0)	81812838
751107301	36261	06-24(0)	81812838
751107301	36870	10-07(0)	81812838
751107301	71591	07-13(0)	81812838
751107302	14421	06-18(0)	1033225465
751107302	54917	08-21(0)	1033225465
751107302	71242	06-19(0)	1033225465
751107302	99282	09-25(0)	1033225465
751107304	2945	07-17(0)	42139392
751107304	7088	06-15(0)	42139392
751107304	22911	06-16(0)	42139392
751107304	42168	10-05(0)	42139392
751107304	47871	09-26(0)	42139392
751107304	84958	05-18(0)	42139392
751107304	96773	08-22(0)	42139392
751107306	96340	05-27(0)	1571880
751107308	51682	07-09(0)	526058963
751107308	55928	06-03(0)	526058963
751107308	72732	07-26(0)	526058963
751107308	73007	09-08(0)	526058963
751107308	93024	09-04(0)	526058963
751107309	2678	06-02(0)	16024014
751107309	12788	05-16(0)	16024014
751107309	27018	08-01(0)	16024014
751107309	48720	06-03(0)	16024014
751107309	80833	07-29(0)	16024014
751107309	85666	07-10(0)	16024014
751107309	94880	07-31(0)	16024014
751107313	5088	05-25(0)	257803538
751107313	84341	07-12(0)	257803538
751107313	95558	10-03(0)	257803538
751107315	29759	09-20(0)	26685046
751107315	34013	10-14(0)	26685046
751107315	39118	06-17(0)	26685046
751107315	44556	07-03(0)	26685046
751107315	60422	08-26(0)	26685046
751107315	84209	05-26(0)	26685046
751107316	4752	07-22(0)	2043398
751107316	16708	05-25(0)	2043398
751107316	40588	05-22(0)	2043398
751107317	15341	06-27(0)	2453320
751107318	493	10-14(0)	7845986
751107318	27004	10-05(0)	7845986
751107318	32129	06-03(0)	7845986
751107318	51158	06-28(0)	7845986
751107318	86635	10-07(0)	7845986
751107318	89772	06-11(0)	7845986
751107319	40043	06-29(0)	568185
751107319	46936	05-18(0)	568185
751107319	82188	05-27(0)	568185
751107319	92013	07-28(0)	568185
751107322	23697	09-26(0)	193288593
751107322	33380	09-26(0)	193288593
751107322	49057	09-07(0)	193288593
751107322	85992	08-20(0)	193288593
751107322	89942	07-27(0)	193288593
751107323	25915	08-14(0)	350040281
751107323	27638	05-30(0)	350040281
751107323	38802	06-06(0)	350040281
751107323	56843	06-20(0)	350040281
751107324	48131	07-02(0)	297225780
751107324	60705	07-25(0)	297225780
751107324	69797	09-10(0)	297225780
751107324	72097	08-12(0)	297225780
751107324	77178	07-03(0)	297225780
751107324	84673	08-11(0)	297225780
751107324	95916	10-04(0)	297225780
751107328	18336	09-20(0)	1870929287
751107328	19996	09-21(0)	1870929287
751107328	23567	07-16(0)	1870929287
751107328	32277	08-01(0)	1870929287
751107328	50233	09-26(0)	1870929287
751107328	53852	06-15(0)	1870929287
751107328	66899	09-02(0)	1870929287
751107328	85988	08-29(0)	1870929287
751107329	9518	09-27(0)	468795
751107329	33470	05-16(0)	468795
751107329	43106	06-03(0)	468795
751107329	70574	09-20(0)	468795
751107329	73206	06-24(0)	468795
751107329	90343	08-01(0)	468795
751107329	99903	07-19(0)	468795
751107330	37862	09-21(0)	238100732
751107330	39135	08-16(0)	238100732
751107330	50333	09-03(0)	238100732
751107330	67619	07-13(0)	238100732
751107330	77645	07-07(0)	238100732
751107331	3971	10-09(0)	7258004
751107331	7405	08-22(0)	7258004
751107331	25817	09-01(0)	7258004
751107331	31552	06-10(0)	7258004
751107331	34998	05-24(0)	7258004
751107331	50750	10-09(0)	7258004
751107331	52498	09-04(0)	7258004
751107331	55997	08-08(0)	7258004
751107331	85649	09-10(0)	7258004
751107331	86818	07-03(0)	7258004
751107337	25002	08-01(0)	70844921
751107337	50946	07-25(0)	70844921
751107337	51282	06-01(0)	70844921
751107337	60440	08-29(0)	70844921
751107339	360	06-15(0)	1614022
751107339	2029	08-31(0)	1614022
751107339	5607	07-11(0)	1614022
751107339	25384	08-15(0)	1614022
751107339	32798	07-07(0)	1614022
751107339	61287	06-20(0)	1614022
751107339	72057	08-13(0)	1614022
751107339	91897	09-02(0)	1614022
751107339	97001	08-13(0)	1614022
751107340	13819	06-09(0)	42712374
751107340	16754	09-11(0)	42712374
751107340	85900	06-04(0)	42712374
751107340	95639	07-04(0)	42712374
751107341	11187	07-23(0)	33647247
751107341	19097	07-08(0)	33647247
751107341	27713	07-27(0)	33647247
751107341	36165	10-09(0)	33647247
751107341	49773	06-06(0)	33647247
751107341	62353	06-13(0)	33647247
751107343	33320	10-04(0)	653866885
751107343	39049	07-09(0)	653866885
751107343	45994	07-06(0)	653866885
751107343	51991	06-10(0)	653866885
751107343	57398	09-25(0)	653866885
751107343	79837	09-05(0)	653866885
751107343	92475	08-21(0)	653866885
751107344	10799	07-19(0)	101648099
751107344	47097	10-14(0)	101648099
751107344	54644	06-02(0)	101648099
751107344	56440	06-21(0)	101648099
751107344	99925	05-30(0)	101648099
751107344	99962	09-24(0)	101648099
751107346	70231	08-21(0)	26659064
751107346	83064	09-17(0)	26659064
751107346	97149	09-29(0)	26659064
751107350	27107	06-23(0)	10988296
751107350	31927	07-22(0)	10988296
751107350	66872	08-08(0)	10988296
751107350	77402	06-09(0)	10988296
751107350	81415	06-08(0)	10988296
751107350	86474	09-13(0)	10988296
751107350	86762	09-29(0)	10988296
751107350	99515	05-16(0)	10988296
751107351	35198	07-28(0)	2252833958
751107351	54157	06-10(0)	2252833958
751107351	57592	07-21(0)	2252833958
751107351	70822	08-31(0)	2252833958
751107355	14161	09-06(0)	352691114
751107355	15441	09-15(0)	352691114
751107355	31352	08-22(0)	352691114
751107355	67025	10-03(0)	352691114
751107355	74209	09-13(0)	352691114
751107357	5206	09-02(0)	7464768
751107357	18843	09-12(0)	7464768
751107357	37953	07-07(0)	7464768
751107357	54293	10-02(0)	7464768
751107357	94597	07-27(0)	7464768
751107358	971	07-06(0)	601421034
751107358	28896	09-17(0)	601421034
751107358	78659	09-24(0)	601421034
751107361	7054	08-11(0)	16361799
751107361	26992	08-27(0)	16361799
751107361	41083	05-16(0)	16361799
751107361	62135	09-30(0)	16361799
751107362	7341	08-10(0)	1923675374
751107362	11333	10-01(0)	1923675374
751107362	12376	05-22(0)	1923675374
751107362	49996	05-29(0)	1923675374
751107362	66473	06-06(0)	1923675374
751107362	83479	09-10(0)	1923675374
751107362	89591	07-16(0)	1923675374
751107362	90857	08-07(0)	1923675374
751107362	96154	05-31(0)	1923675374
751107364	18346	07-10(0)	184728932
751107364	20077	08-27(0)	184728932
751107364	26041	06-25(0)	184728932
751107364	32701	09-17(0)	184728932
751107364	42941	07-16(0)	184728932
751107364	49280	07-17(0)	184728932
751107365	5522	05-25(0)	37083421
751107365	11263	06-12(0)	37083421
751107365	25419	07-04(0)	37083421
751107365	37744	05-18(0)	37083421
751107365	80846	10-05(0)	37083421
751107366	9728	08-08(0)	14179759
751107366	34438	06-09(0)	14179759
751107366	42393	08-13(0)	14179759
751107366	53270	07-16(0)	14179759
751107366	87769	10-05(0)	14179759
751107367	8061	06-15(0)	27041873
751107367	27221	07-01(0)	27041873
751107367	29996	06-06(0)	27041873
751107367	40058	08-27(0)	27041873
751107367	48157	10-03(0)	27041873
751107367	48307	08-30(0)	27041873
751107367	54045	08-31(0)	27041873
751107367	80065	06-23(0)	27041873
751107368	6126	08-16(0)	10963054
751107368	8704	06-17(0)	10963054
751107368	42710	05-24(0)	10963054
751107368	45542	10-08(0)	10963054
751107368	62677	05-17(0)	10963054
751107368	88693	06-04(0)	10963054
751107369	111	05-27(0)	2510095
751107369	16573	08-22(0)	2510095
751107369	35133	09-27(0)	2510095
751107369	50413	06-18(0)	2510095
751107369	72688	09-28(0)	2510095
751107369	76392	09-29(0)	2510095
751107370	32536	06-15(0)	254941119
751107370	46108	07-04(0)	254941119
751107370	72571	07-27(0)	254941119
751107372	14711	07-20(0)	1844671
751107372	48828	08-14(0)	1844671
751107372	53814	10-04(0)	1844671
751107372	71295	06-19(0)	1844671
751107372	82293	05-28(0)	1844671
751107372	94626	07-29(0)	1844671
751107373	3553	06-06(0)	861869296
751107373	18254	09-06(0)	861869296
751107373	20166	07-15(0)	861869296
751107373	31937	07-15(0)	861869296
751107373	66930	10-01(0)	861869296
751107373	70525	09-07(0)	861869296
751107375	9146	10-03(0)	1700762911
751107375	25528	06-21(0)	1700762911
751107375	25968	08-15(0)	1700762911
751107375	41283	07-31(0)	1700762911
751107375	46497	09-28(0)	1700762911
751107375	53518	07-28(0)	1700762911
751107375	57299	08-31(0)	1700762911
751107375	85247	07-02(0)	1700762911
751107375	85513	09-28(0)	1700762911
751107375	92426	08-31(0)	1700762911
751107376	16907	09-07(0)	397593868
751107376	67525	09-16(0)	397593868
751107376	87725	09-20(0)	397593868
751107379	14394	09-01(0)	7725858
751107379	46448	10-06(0)	7725858
751107379	57359	08-06(0)	7725858
751107379	84168	05-27(0)	7725858
751107382	39815	09-24(0)	1757488
751107382	40884	10-12(0)	1757488
751107382	53613	08-12(0)	1757488
751107382	79999	06-21(0)	1757488
751107382	86890	06-06(0)	1757488
751107384	7292	07-09(0)	2043186
751107384	38389	10-05(0)	2043186
751107384	65541	09-05(0)	2043186
751107384	68563	09-12(0)	2043186
751107385	18515	09-23(0)	2641841
751107385	34541	06-13(0)	2641841
751107385	35939	06-02(0)	2641841
751107385	46850	07-23(0)	2641841
751107385	64311	06-12(0)	2641841
751107385	76109	10-08(0)	2641841
751107385	80360	07-28(0)	2641841
751107385	84019	05-16(0)	2641841
751107387	7104	06-21(0)	43356885
751107387	7208	09-08(0)	43356885
751107387	42166	10-11(0)	43356885
751107387	69016	07-04(0)	43356885
751107388	22690	08-21(0)	59945979
751107388	51408	06-01(0)	59945979
751107388	91725	05-25(0)	59945979
751107391	17080	07-16(0)	2149235444
751107391	21735	09-27(0)	2149235444
751107391	27391	05-19(0)	2149235444
751107391	27711	10-13(0)	2149235444
751107391	29288	08-14(0)	2149235444
751107391	82520	07-17(0)	2149235444
751107392	3443	06-24(0)	313880080
751107392	25299	07-07(0)	313880080
751107392	32781	06-28(0)	313880080
751107392	46181	05-27(0)	313880080
751107392	47071	09-11(0)	313880080
751107392	49281	08-18(0)	313880080
751107392	60378	10-12(0)	313880080
751107392	86889	08-26(0)	313880080
751107392	96808	06-27(0)	313880080
751107394	14576	07-09(0)	45301726
751107394	16808	06-04(0)	45301726
751107394	20109	09-13(0)	45301726
751107394	26833	06-18(0)	45301726
751107394	31310	08-28(0)	45301726
751107394	90289	06-02(0)	45301726
751107394	93494	06-12(0)	45301726
751107395	2232	08-03(0)	295273375
751107395	5181	07-02(0)	295273375
751107395	28353	07-18(0)	295273375
751107395	46886	08-04(0)	295273375
751107395	49270	08-18(0)	295273375
751107395	91067	07-29(0)	295273375
751107397	3554	05-29(0)	49833407
751107397	11986	10-04(0)	49833407
751107397	14135	09-13(0)	49833407
751107397	29061	07-09(0)	49833407
751107397	48451	09-17(0)	49833407
751107397	62791	08-13(0)	49833407
751107397	63978	06-04(0)	49833407
751107397	70396	09-14(0)	49833407
751107400	6661	06-19(0)	32431248
751107400	8526	07-28(0)	32431248
751107400	23015	06-13(0)	32431248
751107403	4668	06-09(0)	43049117
751107403	32097	06-14(0)	43049117
751107403	42144	10-10(0)	43049117
751107403	46389	10-10(0)	43049117
751107403	87596	08-10(0)	43049117
751107407	47082	06-08(0)	18670885
751107407	48463	07-01(0)	18670885
751107407	65418	09-22(0)	18670885
751107407	65791	10-02(0)	18670885
751107408	3293	09-26(0)	550044976
751107408	10364	07-12(0)	550044976
751107408	24678	08-24(0)	550044976
751107408	38157	08-30(0)	550044976
751107408	57709	07-31(0)	550044976
751107408	85009	05-29(0)	550044976
751107408	95288	10-02(0)	550044976
751107410	46517	06-20(0)	126076303
751107410	57602	10-04(0)	126076303
751107411	3990	08-14(0)	44584590
751107411	12885	09-22(0)	44584590
751107411	17361	08-19(0)	44584590
751107411	21119	06-30(0)	44584590
751107411	39644	06-07(0)	44584590
751107411	57983	09-07(0)	44584590
751107411	68154	09-02(0)	44584590
751107411	83098	05-19(0)	44584590
751107414	14866	10-12(0)	582891114
751107414	25015	10-09(0)	582891114
751107414	45522	06-05(0)	582891114
751107414	56538	10-13(0)	582891114
751107414	57637	07-11(0)	582891114
751107414	60431	06-09(0)	582891114
751107414	67100	08-17(0)	582891114
751107414	93258	09-23(0)	582891114
751107414	95645	08-16(0)	582891114
751107416	5208	09-07(0)	1818065
751107416	10971	07-28(0)	1818065
751107416	22312	06-05(0)	1818065
751107416	26598	07-08(0)	1818065
751107416	29415	06-29(0)	1818065
751107416	33722	09-17(0)	1818065
751107416	52252	06-24(0)	1818065
751107416	78278	06-01(0)	1818065
751107418	9823	09-13(0)	8152209
751107418	17571	08-14(0)	8152209
751107418	22582	06-16(0)	8152209
751107420	7342	08-06(0)	15478751
751107420	50783	10-11(0)	15478751
751107421	14434	09-24(0)	158775495
751107421	57065	05-29(0)	158775495
751107421	82475	09-18(0)	158775495
751107421	94276	10-05(0)	158775495
751107421	96804	07-30(0)	158775495
751107425	6036	06-30(0)	1881958599
751107425	31630	06-19(0)	1881958599
751107425	91107	07-29(0)	1881958599
751107426	13650	09-27(0)	44325482
751107426	20478	07-21(0)	44325482
751107426	62067	07-25(0)	44325482
751107426	96426	09-16(0)	44325482
751107434	7333	09-20(0)	46403360
751107434	37651	10-10(0)	46403360
751107434	64171	09-22(0)	46403360
751107434	70431	08-29(0)	46403360
751107434	92678	08-29(0)	46403360
751107435	10130	09-13(0)	592928693
751107435	55156	09-10(0)	592928693
751107435	91722	05-31(0)	592928693
751107438	15728	06-04(0)	552372266
751107438	21314	09-03(0)	552372266
751107438	28993	08-25(0)	552372266
751107438	33731	06-11(0)	552372266
751107438	40607	07-16(0)	552372266
751107438	62151	09-03(0)	552372266
751107438	71641	05-25(0)	552372266
751107439	7077	09-13(0)	1788458
751107439	13463	08-07(0)	1788458
751107439	36864	08-08(0)	1788458
751107439	39358	07-15(0)	1788458
751107439	76357	07-08(0)	1788458
751107439	79200	07-01(0)	1788458
751107439	93743	09-13(0)	1788458
751107440	51593	07-27(0)	22152029
751107440	53064	08-12(0)	22152029
751107440	83911	08-14(0)	22152029
751107441	12856	05-31(0)	8325124
751107441	19796	05-15(0)	8325124
751107441	45388	06-19(0)	8325124
751107441	47019	09-17(0)	8325124
751107441	76669	08-25(0)	8325124
751107441	98691	08-30(0)	8325124
751107444	2179	07-04(0)	53137251
751107444	3007	09-21(0)	53137251
751107444	3427	08-10(0)	53137251
751107444	27327	05-30(0)	53137251
751107444	29137	09-15(0)	53137251
751107444	64361	06-03(0)	53137251
751107444	68601	07-30(0)	53137251
751107444	81210	09-08(0)	53137251
751107444	82663	06-08(0)	53137251
751107444	91567	05-26(0)	53137251
751107444	93882	08-22(0)	53137251
751107445	956	10-03(0)	23006644
751107445	27033	10-04(0)	23006644
751107445	30067	05-16(0)	23006644
751107445	54643	06-30(0)	23006644
751107445	55104	05-19(0)	23006644
751107448	1576	07-30(0)	8183572
751107448	42782	09-14(0)	8183572
751107448	60031	10-02(0)	8183572
751107448	97211	09-11(0)	8183572
751107449	13730	08-21(0)	47535553
751107449	17373	05-18(0)	47535553
751107449	20949	06-14(0)	47535553
751107449	56562	06-28(0)	47535553
751107449	58921	10-06(0)	47535553
751107449	73668	07-07(0)	47535553
751107450	15397	10-04(0)	44247351
751107450	18376	08-02(0)	44247351
751107450	26879	08-21(0)	44247351
751107450	41992	05-28(0)	44247351
751107451	9994	05-25(0)	71572378
751107451	24919	05-27(0)	71572378
751107451	54988	09-02(0)	71572378
751107451	62806	08-15(0)	71572378
751107455	12185	09-07(0)	558350585
751107455	16814	07-01(0)	558350585
751107455	50792	10-04(0)	558350585
751107455	54257	07-08(0)	558350585
751107455	59052	09-17(0)	558350585
751107455	63029	10-03(0)	558350585
751107456	11938	06-04(0)	32916232
751107456	17954	10-11(0)	32916232
751107456	21566	07-18(0)	32916232
751107456	33484	06-23(0)	32916232
751107456	33961	10-14(0)	32916232
751107456	50103	06-25(0)	32916232
751107456	54540	10-06(0)	32916232
751107457	116	08-28(0)	15133996
751107457	3989	09-15(0)	15133996
751107457	7274	05-25(0)	15133996
751107457	8379	06-17(0)	15133996
751107457	14465	09-12(0)	15133996
751107457	39564	08-12(0)	15133996
751107457	62715	06-12(0)	15133996
751107457	67178	07-14(0)	15133996
751107457	79383	05-29(0)	15133996
751107462	6894	05-22(0)	18338854
751107462	12606	09-10(0)	18338854
751107462	14104	07-09(0)	18338854
751107462	20879	07-05(0)	18338854
751107462	33289	08-24(0)	18338854
751107462	37950	06-01(0)	18338854
751107462	57522	07-18(0)	18338854
751107462	65793	06-22(0)	18338854
751107462	73343	08-30(0)	18338854
751107463	9614	07-14(0)	234262368
751107463	29429	08-31(0)	234262368
751107463	56427	08-30(0)	234262368
751107463	72058	07-08(0)	234262368
751107464	14553	07-22(0)	10197490
751107464	33501	09-25(0)	10197490
751107464	89297	06-04(0)	10197490
751107464	98352	08-07(0)	10197490
751107465	9049	08-02(0)	804749507
751107465	9878	07-27(0)	804749507
751107465	44929	08-23(0)	804749507
751107465	50552	08-20(0)	804749507
751107465	52722	07-21(0)	804749507
751107465	62334	08-14(0)	804749507
751107465	76865	07-09(0)	804749507
751107465	95381	09-06(0)	804749507
751107466	35527	10-09(0)	174388335
751107466	40689	07-28(0)	174388335
751107466	95553	09-08(0)	174388335
751107469	71817	07-16(0)	268279809
751107469	95226	08-01(0)	268279809
751107470	38127	08-03(0)	244279304
751107470	55071	07-16(0)	244279304
751107470	58784	06-19(0)	244279304
751107472	32229	05-25(0)	2177062601
751107472	38557	09-26(0)	2177062601
751107472	46328	08-11(0)	2177062601
751107472	61942	06-13(0)	2177062601
751107472	70571	09-18(0)	2177062601
751107472	79397	09-28(0)	2177062601
751107472	91922	07-29(0)	2177062601
751107472	96982	06-18(0)	2177062601
751107477	20298	10-11(0)	611707965
751107477	32642	08-03(0)	611707965
751107477	34184	09-10(0)	611707965
751107477	70032	05-23(0)	611707965
751107477	77671	07-08(0)	611707965
751107482	9736	08-16(0)	46299475
751107482	27470	09-06(0)	46299475
751107482	28751	10-08(0)	46299475
751107482	70832	06-23(0)	46299475
751107482	77059	06-06(0)	46299475
751107482	86174	08-01(0)	46299475
751107484	22463	07-24(0)	708538741
751107484	32389	07-05(0)	708538741
751107484	98595	07-16(0)	708538741
751107487	1401	10-14(0)	1751233247
751107487	7708	06-07(0)	1751233247
751107487	20598	07-01(0)	1751233247
751107487	44477	07-21(0)	1751233247
751107487	49462	09-03(0)	1751233247
751107487	72378	08-19(0)	1751233247
751107489	12474	06-07(0)	197502585
751107489	25901	07-15(0)	197502585
751107489	36179	07-16(0)	197502585
751107489	96674	10-14(0)	197502585
751107489	98737	09-29(0)	197502585
751107491	14292	06-21(0)	32639188
751107491	32406	10-07(0)	32639188
751107491	32769	08-11(0)	32639188
751107491	37485	06-04(0)	32639188
751107491	38036	10-14(0)	32639188
751107491	40698	09-18(0)	32639188
751107491	53860	07-20(0)	32639188
751107491	99806	09-03(0)	32639188
751107493	10577	05-27(0)	92322094
751107493	15046	07-26(0)	92322094
751107493	21159	09-29(0)	92322094
751107493	25795	06-06(0)	92322094
751107493	38663	08-01(0)	92322094
751107494	60934	09-09(0)	239746453
751107494	76466	07-11(0)	239746453
751107495	31517	09-06(0)	27209382
751107495	40680	07-10(0)	27209382
751107495	54221	08-21(0)	27209382
751107495	74189	06-14(0)	27209382
751107495	97825	09-08(0)	27209382
751107496	43702	08-18(0)	483556288
751107496	51829	09-22(0)	483556288
751107496	64097	06-26(0)	483556288
751107496	69378	07-30(0)	483556288
751107496	80698	07-14(0)	483556288
751107496	81042	05-27(0)	483556288
751107499	585	06-17(0)	24963119
751107499	17855	08-24(0)	24963119
751107499	20430	07-13(0)	24963119
751107499	36763	06-30(0)	24963119
751107499	41833	06-29(0)	24963119
751107499	41973	09-03(0)	24963119
751107499	83270	05-29(0)	24963119
751107499	95459	07-10(0)	24963119
751107500	67421	06-07(0)	7435305
751107501	745	05-21(0)	19764900
751107501	54443	08-09(0)	19764900
751107501	60483	08-04(0)	19764900
751107501	71510	09-10(0)	19764900
751107501	78830	05-17(0)	19764900
751107502	16482	10-12(0)	51617753
751107502	90770	10-08(0)	51617753
751107504	16487	09-23(0)	8352069
751107504	27875	07-10(0)	8352069
751107504	35795	07-21(0)	8352069
751107504	39324	09-03(0)	8352069
751107504	79497	05-17(0)	8352069
751107504	90177	05-30(0)	8352069
751107504	93695	07-15(0)	8352069
751107506	89939	07-07(0)	512353479
751107506	94741	07-16(0)	512353479
751107506	99112	08-08(0)	512353479
751107509	4568	05-31(0)	173007167
751107509	13755	07-12(0)	173007167
751107509	18645	08-07(0)	173007167
751107509	20597	08-02(0)	173007167
751107509	31052	09-09(0)	173007167
751107509	45714	10-14(0)	173007167
751107509	61838	09-30(0)	173007167
751107509	82035	09-09(0)	173007167
751107511	4893	07-29(0)	243943556
751107511	39026	05-19(0)	243943556
751107511	57208	08-14(0)	243943556
751107511	84606	05-28(0)	243943556
751107512	30276	06-25(0)	270266918
751107512	52280	07-03(0)	270266918
751107512	63258	06-10(0)	270266918
751107513	16562	06-06(0)	7066462
751107513	23422	07-22(0)	7066462
751107513	42321	08-19(0)	7066462
751107513	68142	09-08(0)	7066462
751107514	14835	07-27(0)	1781067
751107514	21454	07-22(0)	1781067
