LOSSFILE	
FileFormatVersion	YLT_1.1
LossTableHeaderFormat	Manual Import
LossTableHeaderProducer	MAT-R
LossTableType	YLT
LossTableBasis	AM
CreateDate	2018-08-07
Model	Elements
ModelProvider	IF
ModelSystem	Elements
ModelSystemVersion	10.0.0.0
ModelSystemInstance	PRD
ResultsDatabaseName	IF_RES_2018_THFL
User	U000886
Simulation_Set_Id	7511
Peril	FL
Region	Thailand
Model_Version	10.0.0.0
ModelModule	DLM
Geo_Code	THA
SourceResultsReference	42
ResultsName	FPG_QS_SPL - FPG_QS_SPL
ResultsDescription	NA
Run_Date	2018-06-27
Run_Date	2018-06-27
Currency	THB
FinPerspective	GU
Years	100000
SimulationPeriodBasis	1
OccurrenceBasis	PerEvent
OEP2	0
OEP5	8169385
OEP10	131946097
OEP25	565116148
OEP50	1855095265
OEP100	2171342391
OEP200	2356876878
OEP250	2391373373
OEP500	2520814472
OEP1000	2683327326
OEP5000	2969410750
OEP10000	3104076686
AAL	86965188.90267
STD	352523451.318785
COV	4.05361565664306
#[HEADER-END]
EventID	Year	MM-DD(n)	Value
751102955	36669	07-29(0)	48364079
751102955	94074	07-09(0)	48364079
751102957	34866	05-23(0)	254101457
751102957	45000	08-25(0)	254101457
751102957	90233	10-14(0)	254101457
751102957	95395	07-28(0)	254101457
751102957	96040	08-24(0)	254101457
751102958	91481	07-07(0)	1990888203
751102958	92795	07-05(0)	1990888203
751102959	3385	07-27(0)	725180496
751102959	35193	06-25(0)	725180496
751102959	35312	07-25(0)	725180496
751102959	69902	07-17(0)	725180496
751102959	71355	07-24(0)	725180496
751102959	80279	09-19(0)	725180496
751102959	83858	09-21(0)	725180496
751102962	6236	09-27(0)	625007831
751102962	23680	08-09(0)	625007831
751102962	77023	05-30(0)	625007831
751102967	3267	07-27(0)	2547270
751102967	72666	08-15(0)	2547270
751102972	71450	10-08(0)	462661747
751102972	90928	08-06(0)	462661747
751102972	95271	06-14(0)	462661747
751102973	25475	05-17(0)	8052946
751102973	28809	08-02(0)	8052946
751102973	33172	10-05(0)	8052946
751102973	65817	09-02(0)	8052946
751102973	81903	07-24(0)	8052946
751102973	83492	10-10(0)	8052946
751102974	21194	06-13(0)	159989434
751102974	25417	05-16(0)	159989434
751102974	46073	06-14(0)	159989434
751102974	56584	08-26(0)	159989434
751102974	63752	07-22(0)	159989434
751102974	85917	05-21(0)	159989434
751102974	89272	10-05(0)	159989434
751102974	90838	06-04(0)	159989434
751102976	8536	08-02(0)	27343652
751102976	26038	05-23(0)	27343652
751102976	32521	09-07(0)	27343652
751102976	37384	07-19(0)	27343652
751102976	38288	06-21(0)	27343652
751102976	45277	10-05(0)	27343652
751102976	62949	07-20(0)	27343652
751102977	20053	09-04(0)	188274405
751102977	69693	10-01(0)	188274405
751102979	12866	10-11(0)	535053533
751102979	23355	07-31(0)	535053533
751102979	25998	09-27(0)	535053533
751102979	53747	05-26(0)	535053533
751102979	74937	10-01(0)	535053533
751102979	74964	06-14(0)	535053533
751102979	92769	08-25(0)	535053533
751102984	10928	06-11(0)	29682677
751102984	21485	09-09(0)	29682677
751102984	41201	09-25(0)	29682677
751102984	49108	10-04(0)	29682677
751102984	52032	07-16(0)	29682677
751102984	75130	06-12(0)	29682677
751102984	82399	09-29(0)	29682677
751102988	32159	07-31(0)	1479940
751102988	39387	08-20(0)	1479940
751102988	87045	08-04(0)	1479940
751102988	98819	09-30(0)	1479940
751102989	894	05-24(0)	8854760
751102989	12817	09-15(0)	8854760
751102989	13339	08-10(0)	8854760
751102989	39266	08-05(0)	8854760
751102989	65337	08-15(0)	8854760
751102991	30124	06-10(0)	43263499
751102991	39744	08-16(0)	43263499
751102991	76806	08-13(0)	43263499
751102991	80179	10-11(0)	43263499
751102991	82147	07-05(0)	43263499
751102991	85520	08-04(0)	43263499
751102992	5384	09-22(0)	2360105
751102992	5819	09-04(0)	2360105
751102992	13932	05-21(0)	2360105
751102992	15720	06-14(0)	2360105
751102992	17029	07-17(0)	2360105
751102992	59054	07-31(0)	2360105
751102992	74884	06-30(0)	2360105
751102992	84754	08-06(0)	2360105
751102992	98405	08-09(0)	2360105
751102992	98679	08-25(0)	2360105
751102993	34316	07-04(0)	7854572
751102993	79120	07-29(0)	7854572
751102993	88795	07-07(0)	7854572
751102994	12781	08-13(0)	47127273
751102994	56408	10-05(0)	47127273
751102997	65672	09-16(0)	295884793
751102997	82380	09-02(0)	295884793
751102998	10498	09-30(0)	44697461
751102998	22961	05-26(0)	44697461
751102998	49976	06-12(0)	44697461
751102998	63666	08-03(0)	44697461
751102998	66074	07-27(0)	44697461
751102998	71173	08-31(0)	44697461
751102998	89577	07-20(0)	44697461
751102999	26402	07-08(0)	2038774506
751102999	28727	07-29(0)	2038774506
751102999	68209	06-03(0)	2038774506
751102999	78008	05-17(0)	2038774506
751103001	9315	06-03(0)	379177184
751103001	23550	06-22(0)	379177184
751103001	33087	09-28(0)	379177184
751103001	46803	09-28(0)	379177184
751103001	69924	08-15(0)	379177184
751103001	99091	06-14(0)	379177184
751103003	9336	08-28(0)	595520875
751103003	14691	08-23(0)	595520875
751103003	37400	08-21(0)	595520875
751103003	65772	10-08(0)	595520875
751103003	71281	06-28(0)	595520875
751103003	73190	08-10(0)	595520875
751103003	92516	06-19(0)	595520875
751103004	12340	09-03(0)	2574883656
751103004	13480	07-18(0)	2574883656
751103004	20828	06-27(0)	2574883656
751103004	41678	06-24(0)	2574883656
751103004	58970	07-18(0)	2574883656
751103004	75623	10-09(0)	2574883656
751103004	84398	08-27(0)	2574883656
751103004	87965	10-11(0)	2574883656
751103004	99400	08-03(0)	2574883656
751103006	31447	08-01(0)	36971470
751103008	12259	08-15(0)	130856132
751103008	77703	05-19(0)	130856132
751103012	1376	08-15(0)	63358885
751103012	98577	06-28(0)	63358885
751103015	13995	06-30(0)	50036029
751103015	18021	08-29(0)	50036029
751103015	21291	06-18(0)	50036029
751103015	31994	05-27(0)	50036029
751103015	45396	07-23(0)	50036029
751103015	47142	09-30(0)	50036029
751103015	99534	06-01(0)	50036029
751103016	13036	05-20(0)	85279734
751103016	31729	06-12(0)	85279734
751103017	5455	10-05(0)	199894961
751103017	52834	06-29(0)	199894961
751103017	70922	10-01(0)	199894961
751103017	71539	08-17(0)	199894961
751103017	72523	08-27(0)	199894961
751103017	74720	09-14(0)	199894961
751103017	80157	09-20(0)	199894961
751103017	96546	08-16(0)	199894961
751103019	39962	06-28(0)	7633345
751103019	53683	10-11(0)	7633345
751103019	65143	07-14(0)	7633345
751103019	85728	07-23(0)	7633345
751103019	97562	08-08(0)	7633345
751103020	17069	07-11(0)	22326815
751103020	28980	07-04(0)	22326815
751103020	74166	06-28(0)	22326815
751103020	95340	10-04(0)	22326815
751103021	12852	05-20(0)	314967754
751103021	29616	06-29(0)	314967754
751103021	58385	10-04(0)	314967754
751103021	62526	05-29(0)	314967754
751103021	71209	07-05(0)	314967754
751103021	96572	06-12(0)	314967754
751103024	77036	07-02(0)	1948240021
751103024	83384	06-16(0)	1948240021
751103024	97481	08-08(0)	1948240021
751103030	11022	05-20(0)	2199438
751103030	20695	09-22(0)	2199438
751103030	64752	08-09(0)	2199438
751103030	66617	05-19(0)	2199438
751103030	79443	05-28(0)	2199438
751103035	5137	08-30(0)	24087660
751103035	20063	07-26(0)	24087660
751103035	34341	09-20(0)	24087660
751103035	51598	08-06(0)	24087660
751103035	66662	07-24(0)	24087660
751103035	69664	09-13(0)	24087660
751103035	69833	08-25(0)	24087660
751103039	4809	07-22(0)	297214
751103039	7508	07-19(0)	297214
751103039	28461	05-15(0)	297214
751103039	37924	06-05(0)	297214
751103039	98722	07-05(0)	297214
751103040	20647	08-17(0)	52138960
751103040	61334	09-01(0)	52138960
751103040	77601	09-17(0)	52138960
751103041	24104	08-28(0)	760029737
751103041	24146	08-01(0)	760029737
751103041	67275	09-22(0)	760029737
751103041	78901	09-21(0)	760029737
751103041	85627	06-27(0)	760029737
751103041	99065	10-02(0)	760029737
751103042	49369	09-29(0)	89235243
751103042	75844	06-03(0)	89235243
751103042	87324	08-22(0)	89235243
751103043	3311	09-09(0)	241182911
751103043	25738	08-14(0)	241182911
751103043	63575	06-07(0)	241182911
751103043	64232	05-15(0)	241182911
751103043	66880	05-24(0)	241182911
751103043	77206	09-15(0)	241182911
751103043	98382	08-01(0)	241182911
751103044	3997	07-15(0)	948112161
751103044	21020	10-14(0)	948112161
751103044	79129	06-11(0)	948112161
751103047	1775	07-30(0)	151878
751103047	30432	07-15(0)	151878
751103047	54208	10-10(0)	151878
751103047	85940	09-14(0)	151878
751103047	96407	07-24(0)	151878
751103048	21085	07-29(0)	92471994
751103048	27789	06-14(0)	92471994
751103048	35122	06-29(0)	92471994
751103048	84266	06-17(0)	92471994
751103050	37241	08-25(0)	2441018962
751103050	46669	10-06(0)	2441018962
751103050	63961	05-15(0)	2441018962
751103050	86166	09-25(0)	2441018962
751103051	26167	07-13(0)	1589059
751103051	30065	08-17(0)	1589059
751103051	47708	07-12(0)	1589059
751103051	92022	08-27(0)	1589059
751103052	2466	07-08(0)	302026974
751103052	7853	06-25(0)	302026974
751103052	9684	05-23(0)	302026974
751103052	12418	10-13(0)	302026974
751103052	43197	10-11(0)	302026974
751103052	52835	08-13(0)	302026974
751103052	92448	09-22(0)	302026974
751103052	99738	08-05(0)	302026974
751103060	5310	10-07(0)	166945395
751103060	11488	08-04(0)	166945395
751103060	20586	10-06(0)	166945395
751103060	26509	09-01(0)	166945395
751103060	27115	10-03(0)	166945395
751103060	63558	07-05(0)	166945395
751103060	85743	09-04(0)	166945395
751103061	1960	06-17(0)	74443030
751103061	32955	07-15(0)	74443030
751103061	51546	05-21(0)	74443030
751103061	85285	08-19(0)	74443030
751103061	85378	09-27(0)	74443030
751103061	92995	07-06(0)	74443030
751103061	96170	09-05(0)	74443030
751103064	53971	05-23(0)	137256
751103064	65138	09-15(0)	137256
751103065	8690	06-18(0)	103486454
751103065	71115	09-04(0)	103486454
751103065	83828	09-09(0)	103486454
751103068	10702	08-14(0)	23882283
751103068	44202	06-13(0)	23882283
751103068	95863	08-02(0)	23882283
751103070	62456	07-29(0)	1528684
751103071	37214	08-31(0)	3042322
751103071	80792	06-25(0)	3042322
751103071	89923	06-22(0)	3042322
751103073	23946	09-04(0)	58623763
751103073	37236	05-29(0)	58623763
751103073	38653	05-21(0)	58623763
751103073	50749	08-06(0)	58623763
751103076	5933	08-21(0)	2265466
751103076	22084	08-02(0)	2265466
751103076	41531	06-09(0)	2265466
751103076	42058	07-14(0)	2265466
751103076	50180	05-21(0)	2265466
751103076	50301	10-05(0)	2265466
751103076	71608	08-07(0)	2265466
751103089	2176	09-10(0)	24073546
751103089	30524	09-19(0)	24073546
751103089	35268	10-13(0)	24073546
751103089	53422	06-29(0)	24073546
751103089	61166	09-22(0)	24073546
751103089	99514	08-28(0)	24073546
751103091	82085	08-18(0)	611847227
751103095	13617	07-16(0)	52340668
751103095	20802	10-01(0)	52340668
751103095	48943	10-06(0)	52340668
751103095	61984	06-06(0)	52340668
751103095	64632	06-14(0)	52340668
751103095	65042	10-14(0)	52340668
751103095	85816	07-15(0)	52340668
751103095	87880	08-24(0)	52340668
751103096	33727	05-29(0)	7129740
751103096	50384	06-02(0)	7129740
751103096	54395	06-26(0)	7129740
751103096	82104	08-19(0)	7129740
751103098	36794	07-13(0)	62204331
751103098	60802	06-26(0)	62204331
751103098	62398	07-06(0)	62204331
751103098	79067	05-28(0)	62204331
751103099	13522	07-02(0)	7011810
751103099	52962	08-12(0)	7011810
751103099	78402	06-30(0)	7011810
751103099	95521	06-18(0)	7011810
751103100	942	08-16(0)	1700885
751103100	22429	07-25(0)	1700885
751103100	74268	07-31(0)	1700885
751103101	9930	05-16(0)	230690592
751103101	12469	07-10(0)	230690592
751103101	47052	08-06(0)	230690592
751103101	48972	09-12(0)	230690592
751103101	56966	10-14(0)	230690592
751103101	76021	09-11(0)	230690592
751103101	78921	06-25(0)	230690592
751103101	85130	06-30(0)	230690592
751103101	87971	09-13(0)	230690592
751103102	13958	07-13(0)	111731233
751103102	18544	09-21(0)	111731233
751103102	30457	06-10(0)	111731233
751103102	44249	08-18(0)	111731233
751103102	75464	07-03(0)	111731233
751103102	83752	06-29(0)	111731233
751103102	92270	08-09(0)	111731233
751103105	28452	09-27(0)	7595542
751103106	28856	07-27(0)	13335941
751103106	30330	07-27(0)	13335941
751103106	35897	05-28(0)	13335941
751103106	46008	06-30(0)	13335941
751103106	63466	07-21(0)	13335941
751103107	4827	09-16(0)	1646680
751103107	25882	09-03(0)	1646680
751103107	29950	08-04(0)	1646680
751103107	36107	09-17(0)	1646680
751103107	47106	09-23(0)	1646680
751103107	66341	08-24(0)	1646680
751103107	71974	10-12(0)	1646680
751103107	92025	08-25(0)	1646680
751103109	1383	07-08(0)	159030271
751103109	18728	06-19(0)	159030271
751103109	37882	09-16(0)	159030271
751103109	47522	07-12(0)	159030271
751103109	83286	09-01(0)	159030271
751103110	33801	09-27(0)	234977790
751103110	34723	09-04(0)	234977790
751103111	26954	08-27(0)	443272051
751103111	29227	09-25(0)	443272051
751103111	64560	06-12(0)	443272051
751103111	74886	06-09(0)	443272051
751103111	76798	06-30(0)	443272051
751103111	90720	06-23(0)	443272051
751103111	94782	06-26(0)	443272051
751103112	35574	06-22(0)	32317051
751103112	46203	10-09(0)	32317051
751103112	61947	06-24(0)	32317051
751103112	77119	05-31(0)	32317051
751103113	2869	10-02(0)	6874627
751103113	18150	07-09(0)	6874627
751103113	46400	07-05(0)	6874627
751103113	49748	08-03(0)	6874627
751103114	5122	06-20(0)	241892353
751103114	9607	09-30(0)	241892353
751103114	19294	06-04(0)	241892353
751103114	20160	08-08(0)	241892353
751103114	24655	08-30(0)	241892353
751103114	25372	06-28(0)	241892353
751103114	90670	08-31(0)	241892353
751103114	92933	06-19(0)	241892353
751103115	5363	08-31(0)	84933918
751103115	27389	05-29(0)	84933918
751103115	37467	06-17(0)	84933918
751103115	56237	07-02(0)	84933918
751103115	75823	08-06(0)	84933918
751103115	82096	07-11(0)	84933918
751103115	83070	08-03(0)	84933918
751103119	22627	06-02(0)	46291118
751103119	24551	07-30(0)	46291118
751103119	42266	07-01(0)	46291118
751103119	67384	09-10(0)	46291118
751103119	71631	08-08(0)	46291118
751103119	97165	08-12(0)	46291118
751103122	2537	07-04(0)	27708389
751103122	27794	06-02(0)	27708389
751103122	91698	07-18(0)	27708389
751103124	6806	06-24(0)	538411079
751103124	21297	09-17(0)	538411079
751103124	28043	09-23(0)	538411079
751103124	74551	08-17(0)	538411079
751103124	83312	06-21(0)	538411079
751103125	5818	07-30(0)	195344029
751103125	54647	09-24(0)	195344029
751103125	77854	08-31(0)	195344029
751103125	85775	06-04(0)	195344029
751103125	95803	06-13(0)	195344029
751103127	15477	08-17(0)	234570390
751103127	42928	09-17(0)	234570390
751103127	46237	06-28(0)	234570390
751103127	54411	10-07(0)	234570390
751103127	84894	08-27(0)	234570390
751103131	5	07-04(0)	15001746
751103131	12080	07-08(0)	15001746
751103131	13538	05-30(0)	15001746
751103131	35243	09-03(0)	15001746
751103131	38839	06-25(0)	15001746
751103131	46201	08-09(0)	15001746
751103131	59924	06-12(0)	15001746
751103131	82884	10-09(0)	15001746
751103132	5915	09-19(0)	29733693
751103132	24972	06-22(0)	29733693
751103132	51783	06-12(0)	29733693
751103132	54255	08-27(0)	29733693
751103132	55680	09-05(0)	29733693
751103132	84554	07-22(0)	29733693
751103132	97896	08-22(0)	29733693
751103134	1797	09-15(0)	171809492
751103134	9239	07-06(0)	171809492
751103134	17428	08-24(0)	171809492
751103134	20428	08-26(0)	171809492
751103134	26318	07-13(0)	171809492
751103134	26547	10-07(0)	171809492
751103134	49873	07-12(0)	171809492
751103134	71188	05-21(0)	171809492
751103134	73442	07-25(0)	171809492
751103136	1333	05-17(0)	574123180
751103136	25477	07-11(0)	574123180
751103136	82885	06-07(0)	574123180
751103136	96943	07-07(0)	574123180
751103138	8339	06-26(0)	46990197
751103138	25341	05-21(0)	46990197
751103138	52899	07-01(0)	46990197
751103138	70919	07-22(0)	46990197
751103138	89534	10-11(0)	46990197
751103141	38401	07-13(0)	2513868343
751103141	67902	09-13(0)	2513868343
751103141	94655	10-06(0)	2513868343
751103142	43418	06-21(0)	55076370
751103142	62764	08-30(0)	55076370
751103143	33866	06-06(0)	111450558
751103143	68013	08-27(0)	111450558
751103143	87136	08-14(0)	111450558
751103144	1891	08-07(0)	1741032
751103144	3500	08-15(0)	1741032
751103144	5338	05-24(0)	1741032
751103144	12962	06-19(0)	1741032
751103144	13374	05-19(0)	1741032
751103144	13743	06-04(0)	1741032
751103144	27819	09-09(0)	1741032
751103144	29296	09-07(0)	1741032
751103144	31419	10-08(0)	1741032
751103144	39864	05-15(0)	1741032
751103144	46978	06-17(0)	1741032
751103144	66571	08-20(0)	1741032
751103144	66803	10-13(0)	1741032
751103147	10947	09-06(0)	7041806
751103147	17890	08-29(0)	7041806
751103147	27810	06-14(0)	7041806
751103147	42983	10-08(0)	7041806
751103147	47293	08-06(0)	7041806
751103148	31218	09-09(0)	46065063
751103148	33203	05-18(0)	46065063
751103148	68997	08-06(0)	46065063
751103149	30118	07-27(0)	533095881
751103149	38539	09-02(0)	533095881
751103149	77436	08-17(0)	533095881
751103149	86220	07-06(0)	533095881
751103149	90511	06-27(0)	533095881
751103149	97288	05-23(0)	533095881
751103151	20899	05-16(0)	53513450
751103151	28482	09-05(0)	53513450
751103151	40545	09-09(0)	53513450
751103151	67262	06-17(0)	53513450
751103156	5484	08-21(0)	7769347
751103156	18569	06-01(0)	7769347
751103156	23357	09-21(0)	7769347
751103156	31709	10-12(0)	7769347
751103156	35733	07-02(0)	7769347
751103156	83364	06-09(0)	7769347
751103156	93289	06-08(0)	7769347
751103160	8247	10-01(0)	326843370
751103160	36150	07-16(0)	326843370
751103160	40756	07-25(0)	326843370
751103160	45552	08-15(0)	326843370
751103160	51646	06-19(0)	326843370
751103160	65119	09-14(0)	326843370
751103160	66223	10-01(0)	326843370
751103160	66992	08-08(0)	326843370
751103162	31859	08-06(0)	799172933
751103162	58914	06-10(0)	799172933
751103162	59167	07-13(0)	799172933
751103162	59908	06-06(0)	799172933
751103162	65466	06-22(0)	799172933
751103163	306	09-11(0)	33789143
751103163	4916	06-02(0)	33789143
751103163	22006	05-28(0)	33789143
751103163	27604	08-30(0)	33789143
751103163	32957	09-24(0)	33789143
751103163	42592	06-18(0)	33789143
751103163	50642	08-20(0)	33789143
751103163	68371	07-26(0)	33789143
751103163	68649	09-24(0)	33789143
751103163	85643	10-07(0)	33789143
751103165	16927	08-11(0)	185973923
751103165	18505	06-14(0)	185973923
751103165	26315	09-09(0)	185973923
751103165	60575	09-11(0)	185973923
751103165	79100	06-09(0)	185973923
751103165	83340	08-28(0)	185973923
751103165	92958	06-02(0)	185973923
751103166	2913	07-25(0)	189224381
751103166	15112	09-26(0)	189224381
751103166	38624	07-30(0)	189224381
751103166	51344	07-06(0)	189224381
751103166	79405	10-07(0)	189224381
751103166	82172	08-12(0)	189224381
751103166	90230	05-16(0)	189224381
751103166	98141	05-25(0)	189224381
751103169	41276	09-12(0)	588874005
751103169	42081	06-02(0)	588874005
751103169	54881	10-12(0)	588874005
751103169	66343	09-24(0)	588874005
751103169	85226	06-23(0)	588874005
751103169	86423	08-09(0)	588874005
751103169	87028	08-17(0)	588874005
751103169	98693	07-24(0)	588874005
751103172	1973	10-09(0)	2533898
751103172	17743	09-20(0)	2533898
751103172	65185	08-25(0)	2533898
751103172	66574	09-03(0)	2533898
751103172	85962	08-27(0)	2533898
751103179	171	09-02(0)	46517286
751103179	14183	08-23(0)	46517286
751103179	37001	06-23(0)	46517286
751103179	42134	08-02(0)	46517286
751103179	43051	10-01(0)	46517286
751103179	73450	08-23(0)	46517286
751103179	77559	06-28(0)	46517286
751103183	22800	09-18(0)	2344668503
751103183	59799	05-20(0)	2344668503
751103183	87658	06-05(0)	2344668503
751103192	1174	08-29(0)	2239853216
751103192	10251	06-17(0)	2239853216
751103192	26750	08-27(0)	2239853216
751103195	713	05-18(0)	7275159
751103195	8550	09-28(0)	7275159
751103195	19397	08-14(0)	7275159
751103195	39466	08-31(0)	7275159
751103195	58924	08-26(0)	7275159
751103195	92883	08-13(0)	7275159
751103196	2200	09-29(0)	249929841
751103196	22314	10-09(0)	249929841
751103196	44986	05-30(0)	249929841
751103196	62797	07-18(0)	249929841
751103196	80325	06-20(0)	249929841
751103196	80832	10-02(0)	249929841
751103196	85953	08-25(0)	249929841
751103200	10184	10-04(0)	10138684
751103200	35767	06-02(0)	10138684
751103200	42700	08-05(0)	10138684
751103200	53449	09-09(0)	10138684
751103200	59727	08-14(0)	10138684
751103202	8124	08-26(0)	7100219
751103202	31918	08-26(0)	7100219
751103202	45515	09-05(0)	7100219
751103202	90822	06-23(0)	7100219
751103207	40255	08-12(0)	194366737
751103207	71556	07-01(0)	194366737
751103207	78833	08-24(0)	194366737
751103207	79816	07-07(0)	194366737
751103209	29404	09-07(0)	2036805
751103209	31062	06-03(0)	2036805
751103209	75392	08-06(0)	2036805
751103209	76852	05-30(0)	2036805
751103209	92964	08-03(0)	2036805
751103210	25724	08-30(0)	6878305
751103210	34125	09-08(0)	6878305
751103210	34249	09-06(0)	6878305
751103217	8656	06-22(0)	7713608
751103217	17584	10-09(0)	7713608
751103217	41867	06-03(0)	7713608
751103217	65246	09-07(0)	7713608
751103218	2186	07-10(0)	186753097
751103218	3071	07-12(0)	186753097
751103218	14171	08-14(0)	186753097
751103218	14580	10-05(0)	186753097
751103218	19771	09-25(0)	186753097
751103218	27403	05-15(0)	186753097
751103218	27745	07-17(0)	186753097
751103218	28542	09-05(0)	186753097
751103218	39362	10-14(0)	186753097
751103218	47470	08-04(0)	186753097
751103218	65463	06-04(0)	186753097
751103222	70967	08-02(0)	230079556
751103222	86217	07-07(0)	230079556
751103222	91424	07-29(0)	230079556
751103222	93619	10-09(0)	230079556
751103223	8101	07-16(0)	752659459
751103223	11392	07-08(0)	752659459
751103223	20362	09-24(0)	752659459
751103223	93812	08-29(0)	752659459
751103224	2062	07-28(0)	1905361107
751103224	7057	06-26(0)	1905361107
751103224	11815	08-09(0)	1905361107
751103224	40805	09-21(0)	1905361107
751103224	50232	05-23(0)	1905361107
751103224	89749	09-25(0)	1905361107
751103224	93664	05-26(0)	1905361107
751103226	25609	08-17(0)	1907875
751103226	34220	09-19(0)	1907875
751103226	95349	10-13(0)	1907875
751103228	5152	09-07(0)	298311599
751103228	13489	07-25(0)	298311599
751103228	19066	08-11(0)	298311599
751103228	22944	10-08(0)	298311599
751103228	42355	06-17(0)	298311599
751103228	69729	05-28(0)	298311599
751103228	83106	06-25(0)	298311599
751103229	11724	08-14(0)	46336128
751103229	30778	08-18(0)	46336128
751103229	31225	06-20(0)	46336128
751103229	66085	08-30(0)	46336128
751103229	72079	09-22(0)	46336128
751103231	10340	05-29(0)	40623528
751103231	70569	09-07(0)	40623528
751103231	92293	07-23(0)	40623528
751103233	26910	09-09(0)	1658359724
751103233	53793	07-23(0)	1658359724
751103233	90076	08-27(0)	1658359724
751103234	34834	09-04(0)	916226633
751103234	54875	07-17(0)	916226633
751103234	68982	09-10(0)	916226633
751103234	80586	06-06(0)	916226633
751103234	93702	06-05(0)	916226633
751103236	6285	10-09(0)	6459542
751103236	17492	07-21(0)	6459542
751103236	39890	08-29(0)	6459542
751103236	46573	06-21(0)	6459542
751103236	75019	08-23(0)	6459542
751103242	86344	08-05(0)	2009201
751103243	9781	08-05(0)	178641083
751103243	13133	06-05(0)	178641083
751103243	83259	07-17(0)	178641083
751103246	8665	05-27(0)	180574898
751103246	63373	10-14(0)	180574898
751103246	89369	06-09(0)	180574898
751103246	94224	08-23(0)	180574898
751103248	38001	05-19(0)	248161519
751103248	89333	08-02(0)	248161519
751103248	96923	09-25(0)	248161519
751103250	4750	05-31(0)	1686837
751103250	21206	09-23(0)	1686837
751103250	33660	07-08(0)	1686837
751103250	33668	09-29(0)	1686837
751103250	47002	09-24(0)	1686837
751103250	64656	09-24(0)	1686837
751103250	76190	05-31(0)	1686837
751103250	87182	08-16(0)	1686837
751103250	91950	06-05(0)	1686837
751103254	8620	08-17(0)	19395402
751103254	30264	09-07(0)	19395402
751103254	37721	07-02(0)	19395402
751103254	98254	09-13(0)	19395402
751103255	31833	06-05(0)	42216323
751103255	70628	06-01(0)	42216323
751103255	91109	06-17(0)	42216323
751103256	11342	08-29(0)	114602216
751103256	12106	06-15(0)	114602216
751103256	41116	10-07(0)	114602216
751103256	50559	08-19(0)	114602216
751103256	61698	09-09(0)	114602216
751103256	91040	06-07(0)	114602216
751103259	15920	06-22(0)	1676787914
751103259	15995	08-17(0)	1676787914
751103259	43546	07-25(0)	1676787914
751103259	46339	07-15(0)	1676787914
751103259	84332	09-08(0)	1676787914
751103263	9257	09-22(0)	1620678472
751103263	24760	07-03(0)	1620678472
751103263	38044	06-20(0)	1620678472
751103263	40509	06-04(0)	1620678472
751103263	55270	07-04(0)	1620678472
751103263	74802	10-06(0)	1620678472
751103263	83347	06-24(0)	1620678472
751103263	97446	05-24(0)	1620678472
751103266	34874	09-21(0)	214404183
751103266	52260	09-26(0)	214404183
751103266	60167	08-23(0)	214404183
751103266	61871	09-04(0)	214404183
751103266	90027	09-30(0)	214404183
751103266	97298	09-12(0)	214404183
751103268	4517	09-07(0)	43903321
751103268	31328	06-29(0)	43903321
751103268	40676	09-06(0)	43903321
751103268	42061	08-27(0)	43903321
751103268	71710	05-22(0)	43903321
751103269	7618	06-26(0)	45567765
751103269	16370	07-20(0)	45567765
751103269	38502	06-22(0)	45567765
751103269	41556	07-13(0)	45567765
751103269	71545	05-16(0)	45567765
751103269	75553	09-24(0)	45567765
751103269	90097	08-09(0)	45567765
751103273	6490	09-29(0)	44446175
751103273	16170	09-20(0)	44446175
751103273	22707	05-28(0)	44446175
751103273	45121	09-22(0)	44446175
751103273	96112	07-01(0)	44446175
751103274	527	09-04(0)	2305779076
751103274	7008	05-23(0)	2305779076
751103274	8979	08-13(0)	2305779076
751103274	14121	05-18(0)	2305779076
751103274	24680	09-23(0)	2305779076
751103274	47179	08-22(0)	2305779076
751103274	60512	08-29(0)	2305779076
751103274	64174	07-17(0)	2305779076
751103274	73287	08-05(0)	2305779076
751103274	79756	05-21(0)	2305779076
751103275	3696	05-17(0)	45027168
751103275	42342	08-04(0)	45027168
751103275	63045	07-18(0)	45027168
751103275	65560	07-11(0)	45027168
751103275	76896	06-11(0)	45027168
751103278	2595	07-28(0)	573324068
751103278	9075	05-21(0)	573324068
751103278	9438	05-16(0)	573324068
751103278	12647	06-29(0)	573324068
751103278	65450	09-02(0)	573324068
751103279	7429	08-02(0)	45194475
751103279	12131	09-26(0)	45194475
751103279	15632	09-07(0)	45194475
751103279	23029	06-19(0)	45194475
751103279	34609	05-15(0)	45194475
751103280	12280	08-18(0)	7787753
751103280	14192	07-19(0)	7787753
751103280	34459	07-18(0)	7787753
751103280	39072	10-08(0)	7787753
751103280	74107	09-16(0)	7787753
751103280	80491	07-10(0)	7787753
751103280	95873	08-04(0)	7787753
751103284	15893	09-03(0)	250536107
751103284	70400	05-16(0)	250536107
751103284	75861	06-02(0)	250536107
751103284	79366	06-01(0)	250536107
751103284	81728	08-19(0)	250536107
751103289	6170	09-12(0)	1848797204
751103289	7701	09-09(0)	1848797204
751103289	14951	06-17(0)	1848797204
751103289	20352	06-18(0)	1848797204
751103289	37513	08-07(0)	1848797204
751103289	91874	05-19(0)	1848797204
751103289	99874	07-25(0)	1848797204
751103290	2991	07-30(0)	533258422
751103290	10885	07-11(0)	533258422
751103290	36516	10-10(0)	533258422
751103290	45136	09-25(0)	533258422
751103290	75022	08-20(0)	533258422
